INSERT INTO [scPessoa].[Telefone_Pessoa] (codigo_pais, codigo_area, telefone)
VALUES
('94', '30', '30962562'),
('2020-04-15 00:00:00', '2020-04-20 00:00:00', '330', '603', '175', '3', '5', '3', '5', '1631', '0', NULL),
('2020-04-15 00:00:00', '2020-04-20 00:00:00', '295', '514', '176', '2', '6', '4', '5', '9776', '0', NULL),
('2020-04-15 00:00:00', '2020-04-20 00:00:00', '664', '722', '177', '3', '7', '1', '4', '8239', '0', NULL),
('2020-04-15 00:00:00', '2020-04-20 00:00:00', '619', '786', '178', '4', '8', '1', '2', '5101', '0', '5'),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '575', '976', '179', '5', '1', '2', '5', '1626', '0', NULL),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '645', '436', '180', '4', '2', '4', '1', '4609', '0', NULL),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '206', '797', '181', '1', '3', '2', '4', '3379', '0', NULL),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '319', '787', '182', '5', '4', '1', '6', '3284', '0', '8'),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '572', '375', '183', '1', '5', '3', '3', '8234', '0', NULL),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '776', '269', '184', '5', '6', '2', '3', '9389', '0', '1'),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '674', '911', '185', '1', '7', '2', '6', '6308', '0', '1'),
('2020-04-20 00:00:00', '2020-04-25 00:00:00', '620', '213', '186', '1', '8', '4', '1', '3112', '0', NULL),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '374', '453', '187', '1', '1', '1', '4', '9360', '0', NULL),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '654', '481', '188', '5', '2', '2', '6', '5121', '0', NULL),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '380', '271', '189', '3', '3', '2', '5', '2921', '0', '1'),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '589', '253', '190', '2', '4', '1', '5', '5221', '0', '2'),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '438', '173', '191', '3', '5', '1', '6', '1189', '0', NULL),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '39', '19', '192', '2', '6', '4', '1', '2027', '0', '2'),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '997', '776', '193', '2', '7', '4', '4', '5101', '0', NULL),
('2020-04-25 00:00:00', '2020-04-30 00:00:00', '206', '399', '194', '5', '8', '3', '2', '2330', '0', '2'),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '114', '541', '195', '4', '1', '3', '2', '7590', '0', '8'),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '595', '91', '196', '3', '2', '1', '6', '3462', '0', NULL),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '167', '670', '197', '3', '3', '4', '2', '9473', '0', '5'),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '931', '44', '198', '3', '4', '2', '6', '3754', '0', NULL),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '65', '670', '199', '1', '5', '2', '5', '4973', '0', NULL),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '890', '983', '200', '4', '6', '4', '5', '2031', '0', NULL),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '193', '996', '201', '2', '7', '1', '2', '6479', '0', NULL),
('2020-04-30 00:00:00', '2020-05-05 00:00:00', '441', '492', '202', '4', '8', '1', '1', '6454', '0', NULL),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '661', '164', '203', '3', '1', '3', '3', '8289', '0', '2'),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '68', '418', '204', '5', '2', '1', '4', '5673', '0', NULL),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '953', '476', '205', '3', '3', '3', '5', '8668', '0', '7'),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '884', '673', '206', '3', '4', '4', '6', '5640', '0', '7'),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '779', '985', '207', '2', '5', '1', '6', '7233', '0', NULL),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '467', '979', '208', '3', '6', '3', '6', '2443', '0', NULL),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '954', '834', '209', '2', '7', '4', '5', '4575', '0', '8'),
('2020-05-05 00:00:00', '2020-05-10 00:00:00', '448', '719', '210', '5', '8', '2', '4', '7167', '0', NULL),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '158', '727', '211', '2', '1', '4', '5', '6508', '0', '5'),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '754', '949', '212', '1', '2', '2', '3', '8972', '0', '6'),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '191', '599', '213', '2', '3', '1', '3', '9329', '0', NULL),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '834', '395', '214', '1', '4', '3', '4', '9501', '0', '2'),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '164', '330', '215', '4', '5', '3', '1', '3974', '0', '3'),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '308', '551', '216', '3', '6', '4', '1', '6786', '0', NULL),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '298', '704', '217', '3', '7', '2', '3', '2661', '0', NULL),
('2020-05-10 00:00:00', '2020-05-15 00:00:00', '955', '413', '218', '1', '8', '4', '5', '8212', '0', NULL),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '580', '81', '219', '4', '1', '2', '5', '1688', '0', '8'),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '39', '565', '220', '2', '2', '4', '3', '3672', '0', NULL),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '456', '761', '221', '2', '3', '1', '5', '8497', '0', '6'),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '584', '612', '222', '3', '4', '1', '6', '1996', '0', NULL),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '568', '387', '223', '3', '5', '2', '1', '7799', '0', '6'),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '249', '207', '224', '1', '6', '3', '6', '4471', '0', '8'),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '997', '513', '225', '3', '7', '2', '3', '7149', '0', NULL),
('2020-05-15 00:00:00', '2020-05-20 00:00:00', '141', '25', '226', '4', '8', '4', '6', '5253', '0', '2'),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '133', '546', '227', '4', '1', '3', '4', '8728', '0', NULL),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '984', '663', '228', '3', '2', '2', '4', '4682', '0', NULL),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '850', '53', '229', '2', '3', '1', '2', '4668', '0', '4'),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '438', '610', '230', '5', '4', '3', '6', '6900', '0', '4'),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '683', '921', '231', '3', '5', '2', '3', '9164', '0', NULL),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '889', '314', '232', '5', '6', '1', '4', '5778', '0', '2'),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '186', '950', '233', '5', '7', '3', '6', '2127', '0', '4'),
('2020-05-20 00:00:00', '2020-05-25 00:00:00', '312', '534', '234', '2', '8', '2', '3', '6611', '0', '2'),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '646', '759', '235', '2', '1', '4', '2', '1790', '0', '2'),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '947', '353', '236', '1', '2', '2', '4', '4000', '0', NULL),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '597', '798', '237', '5', '3', '2', '2', '3538', '0', '3'),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '665', '138', '238', '1', '4', '4', '4', '8963', '0', '7'),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '116', '93', '239', '1', '5', '4', '2', '3997', '0', '4'),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '337', '725', '240', '5', '6', '1', '2', '1221', '0', '8'),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '72', '945', '241', '5', '7', '2', '2', '2848', '0', '2'),
('2020-05-25 00:00:00', '2020-05-30 00:00:00', '805', '424', '242', '5', '8', '1', '3', '8237', '0', '4'),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '917', '17', '243', '4', '1', '1', '2', '9648', '0', NULL),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '743', '774', '244', '5', '2', '2', '4', '9482', '0', '7'),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '37', '360', '245', '2', '3', '1', '6', '9007', '0', '5'),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '971', '222', '246', '3', '4', '4', '2', '1292', '0', NULL),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '297', '754', '247', '2', '5', '1', '3', '8499', '0', '5'),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '444', '930', '248', '3', '6', '4', '6', '7258', '0', NULL),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '305', '390', '249', '4', '7', '1', '4', '5757', '0', '2'),
('2020-05-30 00:00:00', '2020-06-04 00:00:00', '82', '865', '250', '4', '8', '2', '4', '7773', '0', NULL),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '943', '797', '251', '4', '1', '4', '2', '5247', '0', NULL),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '840', '523', '252', '2', '2', '3', '1', '2695', '0', '3'),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '174', '935', '253', '2', '3', '3', '3', '8471', '0', NULL),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '304', '922', '254', '2', '4', '4', '3', '6913', '0', NULL),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '322', '615', '255', '5', '5', '2', '4', '6317', '0', '6'),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '617', '777', '256', '3', '6', '3', '6', '8443', '0', '8'),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '953', '240', '257', '3', '7', '4', '6', '6496', '0', '8'),
('2020-06-04 00:00:00', '2020-06-09 00:00:00', '439', '391', '258', '1', '8', '2', '2', '6564', '0', '1'),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '912', '465', '259', '5', '1', '3', '6', '6181', '0', '3'),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '702', '203', '260', '4', '2', '3', '1', '6286', '0', '2'),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '905', '974', '261', '4', '3', '1', '4', '2376', '0', '1'),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '594', '110', '262', '3', '4', '4', '4', '1453', '0', '6'),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '329', '530', '263', '2', '5', '3', '4', '6558', '0', NULL),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '575', '651', '264', '3', '6', '1', '1', '5760', '0', NULL),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '647', '590', '265', '5', '7', '4', '4', '8639', '0', '1'),
('2020-06-09 00:00:00', '2020-06-14 00:00:00', '942', '170', '266', '3', '8', '1', '5', '1417', '0', '8'),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '650', '216', '267', '4', '1', '1', '5', '9465', '0', NULL),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '830', '352', '268', '2', '2', '1', '3', '3570', '0', NULL),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '566', '704', '269', '3', '3', '2', '6', '6612', '0', NULL),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '97', '605', '270', '3', '4', '1', '1', '4985', '0', NULL),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '81', '523', '271', '2', '5', '4', '1', '2120', '0', NULL),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '658', '909', '272', '1', '6', '3', '3', '7056', '0', NULL),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '815', '638', '273', '5', '7', '3', '1', '4938', '0', '1'),
('2020-06-14 00:00:00', '2020-06-19 00:00:00', '574', '53', '274', '4', '8', '2', '1', '8087', '0', '6'),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '717', '175', '275', '4', '1', '1', '1', '1789', '0', '1'),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '332', '594', '276', '1', '2', '3', '4', '4238', '0', '7'),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '640', '933', '277', '5', '3', '2', '6', '8159', '0', NULL),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '787', '390', '278', '5', '4', '2', '3', '2205', '0', '6'),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '193', '622', '279', '1', '5', '1', '1', '1680', '0', '3'),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '777', '953', '280', '5', '6', '4', '6', '7618', '0', '1'),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '74', '299', '281', '4', '7', '4', '6', '4392', '0', '5'),
('2020-06-19 00:00:00', '2020-06-24 00:00:00', '387', '355', '282', '1', '8', '3', '3', '7733', '0', '3'),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '790', '45', '283', '2', '1', '4', '6', '5406', '0', '5'),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '718', '746', '284', '2', '2', '2', '5', '6420', '0', NULL),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '863', '912', '285', '2', '3', '1', '1', '6848', '0', '2'),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '345', '266', '286', '3', '4', '2', '3', '2865', '0', '1'),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '668', '515', '287', '5', '5', '1', '6', '7861', '0', '6'),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '922', '613', '288', '3', '6', '4', '3', '3255', '0', NULL),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '240', '248', '289', '2', '7', '1', '2', '2314', '0', '8'),
('2020-06-24 00:00:00', '2020-06-29 00:00:00', '280', '276', '290', '4', '8', '4', '5', '3527', '0', NULL),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '854', '253', '291', '3', '1', '3', '5', '1739', '0', NULL),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '286', '257', '292', '4', '2', '4', '6', '9913', '0', NULL),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '616', '427', '293', '5', '3', '4', '6', '1427', '0', '8'),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '94', '792', '294', '2', '4', '1', '1', '5672', '0', NULL),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '748', '277', '295', '5', '5', '3', '5', '6768', '0', '5'),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '655', '887', '296', '5', '6', '3', '5', '8764', '0', NULL),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '233', '505', '297', '4', '7', '4', '4', '9471', '0', NULL),
('2020-06-29 00:00:00', '2020-07-04 00:00:00', '223', '258', '298', '2', '8', '2', '2', '2587', '0', NULL),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '314', '335', '299', '1', '1', '4', '3', '4354', '0', NULL),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '171', '596', '300', '3', '2', '3', '3', '4578', '0', NULL),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '788', '229', '301', '1', '3', '3', '3', '4703', '0', '7'),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '792', '919', '302', '2', '4', '3', '1', '5527', '0', '5'),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '172', '870', '303', '2', '5', '3', '4', '1281', '0', NULL),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '38', '356', '304', '2', '6', '2', '3', '3705', '0', '1'),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '428', '69', '305', '5', '7', '1', '6', '2993', '0', NULL),
('2020-07-04 00:00:00', '2020-07-09 00:00:00', '809', '894', '306', '2', '8', '1', '1', '6575', '0', NULL),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '873', '81', '307', '1', '1', '2', '2', '8974', '0', '6'),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '750', '333', '308', '2', '2', '2', '6', '9823', '0', '5'),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '403', '159', '309', '3', '3', '2', '2', '7831', '0', NULL),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '544', '694', '310', '4', '4', '3', '2', '7200', '0', '3'),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '859', '607', '311', '3', '5', '4', '3', '9398', '0', NULL),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '958', '275', '312', '2', '6', '3', '2', '7522', '0', '7'),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '220', '196', '313', '5', '7', '3', '5', '7145', '0', NULL),
('2020-07-09 00:00:00', '2020-07-14 00:00:00', '740', '195', '314', '5', '8', '2', '5', '4973', '0', NULL),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '593', '278', '315', '5', '1', '2', '6', '5478', '0', '6'),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '173', '609', '316', '2', '2', '4', '2', '2590', '0', NULL),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '175', '978', '317', '3', '3', '2', '3', '5377', '0', NULL),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '180', '613', '318', '1', '4', '4', '4', '8497', '0', '7'),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '798', '448', '319', '3', '5', '4', '6', '6063', '0', NULL),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '649', '946', '320', '3', '6', '4', '6', '2719', '0', NULL),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '102', '556', '321', '4', '7', '4', '4', '8367', '0', NULL),
('2020-07-14 00:00:00', '2020-07-19 00:00:00', '871', '968', '322', '2', '8', '1', '1', '7943', '0', '4'),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '119', '868', '323', '2', '1', '1', '6', '7339', '0', '1'),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '214', '990', '324', '4', '2', '3', '5', '2549', '0', '7'),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '208', '146', '325', '5', '3', '2', '6', '5951', '0', NULL),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '219', '140', '326', '5', '4', '2', '3', '3490', '0', NULL),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '976', '673', '327', '5', '5', '4', '6', '4539', '0', '4'),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '208', '547', '328', '5', '6', '1', '1', '2024', '0', '4'),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '239', '812', '329', '5', '7', '4', '1', '1561', '0', NULL),
('2020-07-19 00:00:00', '2020-07-24 00:00:00', '914', '15', '330', '4', '8', '4', '5', '7267', '0', '1'),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '317', '967', '331', '3', '1', '4', '3', '7585', '0', '4'),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '491', '710', '332', '4', '2', '2', '2', '6380', '0', '2'),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '312', '464', '333', '1', '3', '1', '5', '3168', '0', NULL),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '18', '826', '334', '5', '4', '1', '2', '6939', '0', '4'),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '262', '247', '335', '1', '5', '1', '1', '8620', '0', NULL),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '263', '869', '336', '4', '6', '3', '3', '7238', '0', '6'),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '188', '342', '337', '4', '7', '2', '1', '5950', '0', NULL),
('2020-07-24 00:00:00', '2020-07-29 00:00:00', '239', '329', '338', '4', '8', '3', '5', '6398', '0', NULL),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '278', '142', '339', '3', '1', '3', '6', '7246', '0', '7'),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '319', '55', '340', '5', '2', '4', '2', '9539', '0', '1'),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '827', '139', '341', '2', '3', '2', '2', '7913', '0', NULL),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '631', '387', '342', '4', '4', '3', '2', '4388', '0', NULL),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '858', '961', '343', '5', '5', '3', '6', '7494', '0', NULL),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '951', '44', '344', '3', '6', '2', '3', '6212', '0', NULL),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '853', '863', '345', '2', '7', '1', '2', '6077', '0', NULL),
('2020-07-29 00:00:00', '2020-08-03 00:00:00', '752', '119', '346', '5', '8', '3', '6', '1328', '0', NULL),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '376', '45', '347', '3', '1', '1', '3', '6501', '0', NULL),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '734', '937', '348', '1', '2', '3', '3', '2599', '0', '4'),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '220', '562', '349', '5', '3', '4', '5', '8186', '0', '1'),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '352', '411', '350', '2', '4', '3', '3', '2530', '0', '8'),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '109', '270', '351', '1', '5', '4', '4', '8632', '0', NULL),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '992', '31', '352', '4', '6', '3', '3', '5672', '0', NULL),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '19', '345', '353', '5', '7', '4', '3', '7314', '0', NULL),
('2020-08-03 00:00:00', '2020-08-08 00:00:00', '976', '535', '354', '4', '8', '2', '5', '8354', '0', NULL),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '498', '221', '355', '5', '1', '3', '6', '4921', '0', NULL),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '454', '450', '356', '2', '2', '2', '2', '9246', '0', NULL),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '405', '206', '357', '3', '3', '1', '6', '6946', '0', NULL),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '622', '567', '358', '5', '4', '2', '1', '6019', '0', '5'),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '106', '791', '359', '5', '5', '2', '3', '2551', '0', '8'),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '545', '433', '360', '2', '6', '2', '1', '1352', '0', '6'),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '399', '693', '361', '1', '7', '4', '4', '6269', '0', '1'),
('2020-08-08 00:00:00', '2020-08-13 00:00:00', '369', '100', '362', '5', '8', '2', '2', '6176', '0', NULL),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '703', '413', '363', '3', '1', '2', '1', '7789', '0', NULL),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '74', '254', '364', '4', '2', '3', '1', '5403', '0', NULL),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '147', '386', '365', '1', '3', '2', '2', '4452', '0', '7'),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '715', '578', '366', '4', '4', '3', '6', '1999', '0', NULL),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '849', '269', '367', '1', '5', '4', '5', '4101', '0', NULL),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '896', '752', '368', '4', '6', '1', '2', '3094', '0', NULL),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '657', '485', '369', '1', '7', '3', '6', '7468', '0', '8'),
('2020-08-13 00:00:00', '2020-08-18 00:00:00', '852', '611', '370', '4', '8', '4', '2', '7983', '0', '2'),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '466', '963', '371', '1', '1', '3', '4', '9948', '0', '3'),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '895', '977', '372', '3', '2', '4', '5', '3240', '0', NULL),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '795', '282', '373', '5', '3', '3', '6', '4658', '0', NULL),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '962', '782', '374', '4', '4', '4', '6', '8203', '0', '3'),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '997', '895', '375', '4', '5', '1', '5', '8031', '0', '1'),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '934', '535', '376', '1', '6', '4', '2', '4398', '0', '1'),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '797', '380', '377', '4', '7', '1', '4', '2535', '0', '6'),
('2020-08-18 00:00:00', '2020-08-23 00:00:00', '494', '176', '378', '5', '8', '3', '5', '4233', '0', '5'),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '842', '851', '379', '2', '1', '1', '3', '9526', '0', '5'),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '988', '634', '380', '3', '2', '1', '1', '1939', '0', '2'),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '337', '981', '381', '3', '3', '2', '2', '2158', '0', NULL),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '538', '605', '382', '3', '4', '1', '3', '8971', '0', '2'),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '501', '960', '383', '3', '5', '4', '6', '7985', '0', NULL),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '86', '703', '384', '3', '6', '2', '2', '7063', '0', '7'),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '563', '827', '385', '2', '7', '2', '5', '3689', '0', '4'),
('2020-08-23 00:00:00', '2020-08-28 00:00:00', '502', '283', '386', '2', '8', '1', '4', '3788', '0', NULL),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '392', '98', '387', '4', '1', '4', '5', '9972', '0', NULL),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '257', '512', '388', '3', '2', '1', '6', '9173', '0', '5'),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '122', '726', '389', '1', '3', '1', '1', '6454', '0', NULL),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '563', '949', '390', '3', '4', '2', '3', '2446', '0', NULL),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '347', '405', '391', '1', '5', '4', '3', '4086', '0', '6'),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '418', '555', '392', '1', '6', '2', '6', '3886', '0', NULL),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '125', '53', '393', '4', '7', '3', '5', '5475', '0', NULL),
('2020-08-28 00:00:00', '2020-09-02 00:00:00', '834', '708', '394', '5', '8', '3', '4', '1270', '0', '2'),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '530', '654', '395', '5', '1', '2', '4', '7050', '0', NULL),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '833', '424', '396', '4', '2', '3', '3', '7987', '0', '1'),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '526', '609', '397', '1', '3', '1', '3', '6888', '0', NULL),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '460', '461', '398', '5', '4', '1', '2', '1244', '0', NULL),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '384', '188', '399', '2', '5', '2', '3', '5577', '0', NULL),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '36', '583', '400', '5', '6', '3', '4', '3471', '0', NULL),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '763', '62', '401', '5', '7', '1', '6', '9625', '0', NULL),
('2020-09-02 00:00:00', '2020-09-07 00:00:00', '224', '341', '402', '3', '8', '4', '6', '1743', '0', NULL),
